observations,subject_ids,lh_G_and_S_frontomargin,lh_G_and_S_occipital_inf,lh_G_and_S_paracentral,lh_G_and_S_subcentral,lh_G_and_S_transv_frontopol
18,AnnArbor_a_sub56686,-0.8066817137769152,-1.1256503931386854,-0.886514390079754,-0.8365385686621071,-2.4099176754830007
19,AnnArbor_a_sub70106,-1.1750007214985356,-1.180329737844255,-0.9981287981797711,-1.491463933533746,-1.3075093589653501
20,AnnArbor_a_sub75922,-0.9547152747626042,-1.1000777607207275,-0.7205632162629458,-0.9990185160335805,-1.036397451907182
21,AnnArbor_a_sub82334,-0.900014191890492,-1.254955951787798,-1.0235037390083537,-1.0661194741159248,-0.910579879240867
22,AnnArbor_a_sub86367,-1.1228442382606156,-2.152889843449687,-0.759758513923658,-3.065715358145439,-0.8933970742166133
23,AnnArbor_a_sub96621,-1.5743236644336338,-0.9775796574780474,-0.7395582471243644,-0.8791605272126551,-0.9331915826347681
24,AnnArbor_b_sub00306,-1.149968603520009,-1.08067056553899,-0.8107392462642176,-1.2343458315093705,-0.9313601788521185
25,AnnArbor_b_sub07921,-2.177721774741558,-0.9193068140705113,-1.5280028394083465,-1.7704696146605716,-0.9391361081449559
26,AnnArbor_b_sub11043,-1.1775258343301076,-0.8882212860612668,-0.7320131134533291,-0.8289158335248409,-3.7369551210516074
27,AnnArbor_b_sub18546,-1.6450221583572944,-0.8840184948368008,-0.710528319055375,-0.9249975985320067,-0.8902904338577916
28,AnnArbor_b_sub26099,-1.5371956239231959,-2.3694325113715675,-1.297091964769698,-1.0321779652978893,-1.134631423402437
29,AnnArbor_b_sub30250,-0.8409320175872366,-1.5639162690266777,-2.0058555936144264,-0.8462996753607193,-1.2947630576240592
30,AnnArbor_b_sub33437,-1.7451553746189297,-0.952725342702285,-0.8845222272071942,-1.4640648629563908,-1.201557652314889
31,AnnArbor_b_sub39635,-0.8466426682058371,-0.9560442554859362,-0.7164594255786035,-1.2080494818917022,-0.9447591004482645
32,AnnArbor_b_sub39923,-1.8671868272102066,-1.0696868604433696,-0.8745469037100037,-0.6990793979412362,-3.2798361824193254
33,AnnArbor_b_sub42616,-0.8028751895999481,-2.181567666153041,-1.5300409922547902,-1.165671709090685,-1.8660666434175786
34,AnnArbor_b_sub43409,-1.1548590600848234,-1.6086985205375353,-1.1032314463731938,-1.7738635577666286,-1.2428895904759627
35,AnnArbor_b_sub45569,-1.5157647826122733,-2.463914027490104,-0.8197748078487399,-0.7381625993337682,-2.0549715115897778
36,AnnArbor_b_sub50859,-1.2673060459394923,-1.2305787308453016,-1.5917582603669935,-0.8433705327524984,-1.3847319257837396
37,AnnArbor_b_sub53269,-4.391845850833955,-1.17207212875062,-1.072625778952342,-0.9302171335980427,-7.282722398356029
